index,Institution,Faculty Name,Field,HomePage,Research Interests,Scholar Url,h_index,i10_index,Image
70,Indian Institute of Technology Gandhinagar,Pankaj Khanna,Earth Sciences,https://iitgn.ac.in/faculty/earths/fac-pankaj,"['Modern and fossil carbonates', 'Reservoir architecture', 'Quaternary sea-level fluctuations', 'Sequence stratigraphy', 'Geoscience and Drones', 'Geothermal energy', 'CCUS']",https://scholar.google.co.in/citations?user=UfRsDOcAAAAJ,5,1,https://iitgn.ac.in/media/pages/faculty/earths/fac-pankaj/1088819592-1679554159/khanna.png
76,Indian Institute of Technology Gandhinagar,Utsav Mannu,Earth Sciences,https://iitgn.ac.in/faculty/earths/fac-utsav,"['Studying the relationship between the evolution of accretionary wedges, the surface processes, and the thermal conditions inside a wedge.']",https://scholar.google.co.in/citations?user=78bNncIAAAAJ,7,6,https://iitgn.ac.in/media/pages/faculty/earths/fac-utsav/956763846-1679554159/utsav.jpeg
77,Indian Institute of Technology Gandhinagar,Vikrant Jain,Earth Sciences,https://iitgn.ac.in/faculty/earths/fac-vikrant,"['Earth surface processes', 'River science', ""External forcings and river's future"", 'Glacio-fluvial coupling', 'Geomorphic applications in stream management']",https://scholar.google.co.in/citations?user=d0Iyim0AAAAJ,28,42,https://iitgn.ac.in/media/pages/faculty/earths/fac-vikrant/472889722-1679554159/vikrant.JPG
78,Indian Institute of Technology Gandhinagar,Vimal Mishra,Earth Sciences,https://iitgn.ac.in/faculty/earths/fac-vimal,"['Surface water hydrology', 'Climate variability and climate change', 'Global food and water security', 'Water resources management', 'Large scale hydrologic modeling']",https://scholar.google.co.in/citations?user=wq7CgpUAAAAJ,54,111,https://iitgn.ac.in/media/pages/faculty/civil/fac-vimal/2766794975-1679554160/1vimal.jpg
79,Indian Institute of Technology Gandhinagar,Anand Kumar,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-anand,"['Power Sector Regulation', 'Training and Capacity Building', 'Policy & Finance', 'Renewable Energy Policy & Regulation', 'Load Forecasting', 'Tariff design & working models', 'Power Purchase Agreements', 'Energy Pricing', 'Energy Access', 'Standard of Performance and Safety Standards']",https://scholar.google.co.in/citations?user=llQQJGMAAAAJ,0,0,https://iitgn.ac.in/media/pages/faculty/ee/fac-anand/659147193-1679554160/anand.png
80,Indian Institute of Technology Gandhinagar,Arup Lal Chakraborty,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-arup,"['Tunable diode laser spectroscopy for gas parameter measurement', 'Optical physical and chemical sensing']",https://scholar.google.co.in/citations?user=wx7U8hQAAAAJ,13,17,https://iitgn.ac.in/media/pages/faculty/ee/fac-arup/3817653843-1679554160/1arup.jpg
82,Indian Institute of Technology Gandhinagar,Himanshu Shekhar,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-himanshu,"['Therapeutic ultrasound', 'Nonlinear imaging', 'Ultrasound contrast agents', 'Ultrasound-assisted drug delivery', 'Intravascular imaging and therapy', 'Medical device development']",https://scholar.google.co.in/citations?user=W6py_HAAAAAJ,15,18,https://iitgn.ac.in/media/pages/faculty/ee/fac-himanshu/623112002-1679554160/himanshu.jpg
83,Indian Institute of Technology Gandhinagar,Jhuma Saha,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-jhuma,"['Characterization of III-V based Quantum Dot based devices.', 'Theoretical simulation of In(Ga)As/GaAs based quantum dot heterostructures for optoelectronic devices.', 'Study of wide band gap (WBG) based\nnanostructures.']",https://scholar.google.co.in/citations?user=f5tgOL8AAAAJ,9,9,https://iitgn.ac.in/media/pages/faculty/ee/fac-jhuma/2070282905-1679554160/jhuma.jpg
85,Indian Institute of Technology Gandhinagar,Madhu Vadali,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-madhu,"['Dynamic systems', 'Control systems', 'Smart manufacturing', 'Laser based manufacturing', 'Mechatronics', 'Robotics']",https://scholar.google.co.in/citations?user=kxNm_3sAAAAJ,8,7,https://iitgn.ac.in/media/pages/faculty/ee/fac-madhu/2464874874-1679554160/madhu.JPG
87,Indian Institute of Technology Gandhinagar,Naran M. Pindoriya,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-naran,"['Restructured power systems - operation and management', 'Smart distribution grid and microgrids', 'Grid integration of decentralized energy resources and energy management', 'Load demand and electricity price forecasting']",https://scholar.google.co.in/citations?user=g93A33UAAAAJ,24,46,https://iitgn.ac.in/media/pages/faculty/ee/fac-naran/2673304336-1679554160/naran.JPG
89,Indian Institute of Technology Gandhinagar,Nithin V. George,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-nithin,"['Active Noise Control', 'Adaptive Signal Processing', 'Assistive Listening Devices', 'Psychoacoustics']",https://scholar.google.co.in/citations?user=CKJDdPIAAAAJ,22,53,https://iitgn.ac.in/media/pages/faculty/ee/fac-nithin/3164240618-1679554160/nithin.jpg
90,Indian Institute of Technology Gandhinagar,Pallavi Bharadwaj,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-pallavi,"['Smart power electronics: design & development of hardware, AI, IoT', 'Photovoltaic power conversion: faults & shade-tolerant control', 'Transportation electrification: fast EV chargers, battery lifetime extension', 'Green energy storage: data-driven modeling & system integration', 'Net zero transition: multi-energy optimization']",https://scholar.google.co.in/citations?user=v11TkKAAAAAJ,9,7,https://iitgn.ac.in/media/pages/faculty/ee/fac-pallavi/838604894-1679554160/pallavi-2.jpg
91,Indian Institute of Technology Gandhinagar,Ragavan K,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-ragavan,"['Drives for electric vehicles', 'Diagnostic testing and condition monitoring of transformers', 'Active power filter']",https://scholar.google.co.in/citations?user=75hNSWsAAAAJ,10,10,https://iitgn.ac.in/media/pages/faculty/ee/fac-ragavan/3529429094-1679554160/ragavan.JPG
93,Indian Institute of Technology Gandhinagar,Ravi Hegde,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-ravi,"['Computational photonics', 'Nanophotonics', 'Silicon photonics', 'Nanoelectronics', 'High performance computing', 'Deep learning for science and engineering']",https://scholar.google.co.in/citations?user=aHWM-b8AAAAJ,19,29,https://iitgn.ac.in/media/pages/faculty/ee/fac-ravi/2150411337-1679554160/ravi.JPG
94,Indian Institute of Technology Gandhinagar,Soumyabrata Chakrabarty,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-sbchakrabarty,"['Computational Electromagnetics', 'Antenna design and development for microwave active and passive sensors and Wireless Communication']",https://scholar.google.co.in/citations?user=6p7lsXEAAAAJ,13,23,https://iitgn.ac.in/media/pages/faculty/ee/fac-sbchakrabarty/2694341018-1679554160/sbchakrabarty.JPG
95,Indian Institute of Technology Gandhinagar,Shanmuganathan Raman,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-shanmuganathan,"['Computer Vision', 'Deep Learning', 'Computational Photography', 'Machine Learning', 'Computer Graphics']",https://scholar.google.co.in/citations?user=3YWptB8AAAAJ,18,32,https://iitgn.ac.in/media/pages/faculty/cse/shanmuganathan/1523958848-1679554159/1_shanmuganathan.jpg
96,Indian Institute of Technology Gandhinagar,Tarun Kumar Agarwal,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-tarun,"['Benchmarking of beyond CMOS materials and devices using multi-scale approaches.', 'Modeling and simulation of advanced nanoscale devices', 'Material-Device-Circuit co-design for alternative computing paradigms.']",https://scholar.google.co.in/citations?user=wB8NCQkAAAAJ,4,4,https://iitgn.ac.in/media/pages/faculty/ee/fac-tarun/2150390387-1679554160/tarun.jpeg
97,Indian Institute of Technology Gandhinagar,Uttama Lahiri,Electrical Engineering,https://iitgn.ac.in/faculty/ee/fac-uttama,"['Virtual Reality based Human Computer Interaction used in affective computing.', 'Eye Tracking and Physiology based modeling techniques.', 'Human Robot Interaction used in cognitive studies.', 'Adaptive Intelligent techniques in cognitive research.', 'Robot assisted surgical techniques.']",https://scholar.google.co.in/citations?user=gK5-5JIAAAAJ,18,35,https://iitgn.ac.in/media/pages/faculty/ee/fac-uttama/2986489287-1679554160/uttama.jpg
98,Indian Institute of Technology Gandhinagar,Aashish Xaxa,Humanities & Social Sciences,https://iitgn.ac.in/faculty/hss/fac-aashish,"['Development Studies', 'Urban Development', 'Tribal Development', 'Social Exclusion and Inclusive Policies', 'Patterns of Governance']",https://scholar.google.co.in/citations?user=tLvK1HUAAAAJ,2,0,https://iitgn.ac.in/media/pages/faculty/hss/fac-aashish/3443950183-1679554159/aashish.jpg
100,Indian Institute of Technology Gandhinagar,Ambika Aiyadurai,Humanities & Social Sciences,https://iitgn.ac.in/faculty/hss/fac-ambika,"['Biodiversity conservation', 'Human-animal relations', 'Natural resources management', 'Iindigenous people and livelihoods', 'Conservation and development']",https://scholar.google.co.in/citations?user=9ozRFX4AAAAJ,9,9,https://iitgn.ac.in/media/pages/faculty/hss/fac-ambika/3276174761-1679554159/ambika.jpg
